txn_id,account_id,timestamp,amount,txn_type,merchant,channel,country,hour,account_age_days,txn_count_24h,prev_txn_minutes,label
TXN10004282,ACC616442,2026-04-06 12:21:00,186.39,purchase,PTT Station,mobile,TH,12,1829,1,203,NORMAL
TXN10004283,ACC197929,2026-04-21 14:32:00,1540.02,transfer_out,-,web,JP,14,2693,3,362,NORMAL
TXN10004284,ACC374580,2026-04-07 05:21:00,74.71,purchase,Foreign Online Shop,mobile,CN,5,1430,5,8,FRAUD
TXN10004285,ACC367774,2026-04-15 15:37:00,689.63,purchase,PTT Station,web,TH,15,890,8,245,NORMAL
TXN10004286,ACC846041,2026-04-24 18:24:00,770.75,purchase,Big C,web,TH,18,507,2,3505,NORMAL
TXN10004287,ACC240676,2026-04-29 18:20:00,67.04,purchase,Shopee,atm,MY,18,3054,3,32,NORMAL
TXN10004288,ACC936620,2026-04-30 19:51:00,2335.45,transfer_out,-,mobile,TH,19,1265,5,765,NORMAL
TXN10004289,ACC402213,2026-04-21 18:51:00,792.36,purchase,Grab,mobile,TH,18,325,4,508,NORMAL
TXN10004290,ACC502032,2026-04-16 09:23:00,3553.27,purchase,PTT Station,atm,SG,9,1250,1,332,NORMAL
TXN10004291,ACC901888,2026-04-28 18:01:00,1450.77,purchase,Lazada,atm,TH,18,1043,3,135,NORMAL
TXN10004292,ACC314870,2026-04-04 15:36:00,3903.27,transfer_out,-,mobile,TH,15,416,7,221,NORMAL
TXN10004293,ACC455443,2026-04-09 14:39:00,366.53,purchase,Makro,web,MY,14,1326,2,358,NORMAL
TXN10004294,ACC195939,2026-04-23 11:26:00,999.29,transfer_in,-,mobile,MY,11,935,8,350,NORMAL
TXN10004295,ACC174062,2026-04-17 11:43:00,547.09,purchase,Grab,mobile,TH,11,1972,4,2069,NORMAL
TXN10004296,ACC968694,2026-04-17 11:48:00,363.34,purchase,Tops Market,web,TH,11,1405,2,315,NORMAL
TXN10004297,ACC503525,2026-04-29 13:26:00,5247.96,transfer_in,-,atm,TH,13,1037,6,329,NORMAL
TXN10004298,ACC917011,2026-04-21 17:14:00,7838.39,transfer_out,-,mobile,TH,17,1014,2,343,NORMAL
TXN10004299,ACC779783,2026-04-27 10:10:00,10150.36,transfer_out,-,mobile,TH,10,682,6,367,NORMAL
TXN10004300,ACC367938,2026-04-22 19:51:00,957.24,transfer_out,-,mobile,TH,19,2068,4,212,NORMAL
TXN10004301,ACC922421,2026-04-12 14:49:00,321.73,purchase,Central,web,MY,14,3273,4,758,NORMAL
TXN10004302,ACC246025,2026-04-08 11:09:00,41.29,purchase,Big C,branch,TH,11,2648,7,102,NORMAL
TXN10004303,ACC828655,2026-04-27 14:48:00,614.23,purchase,Makro,web,MY,14,1355,4,152,NORMAL
TXN10004304,ACC513555,2026-04-02 20:57:00,1149.69,purchase,PTT Station,atm,TH,20,422,7,194,NORMAL
TXN10004305,ACC774946,2026-04-26 12:38:00,448.62,purchase,Shopee,atm,TH,12,3039,1,91,NORMAL
TXN10004306,ACC538801,2026-04-20 17:39:00,4365.83,transfer_in,-,mobile,MY,17,836,6,331,NORMAL
TXN10004307,ACC184807,2026-04-02 14:27:00,380.61,purchase,Grab,atm,TH,14,1585,1,343,NORMAL
TXN10004308,ACC635551,2026-04-11 20:10:00,8012.06,transfer_in,-,web,TH,20,555,4,201,NORMAL
TXN10004309,ACC559561,2026-04-07 08:37:00,1458.01,purchase,Lotus's,mobile,TH,8,920,2,425,NORMAL
TXN10004310,ACC318000,2026-04-26 14:56:00,6082.35,transfer_in,-,mobile,TH,14,1103,2,315,NORMAL
TXN10004311,ACC280551,2026-04-22 02:11:00,97392.37,purchase,Unverified Merchant,web,PH,2,548,4,33,FRAUD
TXN10004312,ACC156951,2026-04-20 09:57:00,314.54,purchase,PTT Station,branch,JP,9,2919,2,511,NORMAL
TXN10004313,ACC350109,2026-04-13 17:18:00,71.92,purchase,Big C,mobile,TH,17,3344,8,145,NORMAL
TXN10004314,ACC545509,2026-04-26 18:32:00,226.31,purchase,Lotus's,mobile,JP,18,2820,2,322,NORMAL
TXN10004315,ACC756981,2026-04-09 18:53:00,20736.68,transfer_in,-,mobile,TH,18,40,31,11,MULE
TXN10004316,ACC982680,2026-04-01 09:42:00,346.65,purchase,Tops Market,mobile,MY,9,1496,6,837,NORMAL
TXN10004317,ACC957809,2026-04-05 08:16:00,716.66,purchase,7-Eleven,mobile,TH,8,1929,8,441,NORMAL
TXN10004318,ACC130503,2026-04-10 10:26:00,48135.45,transfer_in,-,web,RU,10,18,24,3,MULE
TXN10004319,ACC916416,2026-04-06 00:26:00,192.76,purchase,Crypto Exchange,web,VN,0,2321,11,9,FRAUD
TXN10004320,ACC269902,2026-04-09 11:13:00,3573.95,transfer_in,-,branch,JP,11,1560,4,31,NORMAL
TXN10004321,ACC719659,2026-04-26 23:49:00,1153.49,transfer_out,-,mobile,TH,23,682,6,210,NORMAL
TXN10004322,ACC258122,2026-04-08 08:40:00,3639.77,transfer_in,-,atm,SG,8,2353,1,25,NORMAL
TXN10004323,ACC827059,2026-04-29 18:12:00,2452.94,purchase,7-Eleven,web,TH,18,653,4,191,NORMAL
TXN10004324,ACC474643,2026-04-04 13:50:00,250.43,purchase,7-Eleven,mobile,TH,13,2552,6,963,NORMAL
TXN10004325,ACC518816,2026-04-03 12:45:00,862.15,purchase,Big C,mobile,MY,12,1958,5,452,NORMAL
TXN10004326,ACC947948,2026-04-17 12:42:00,1509.17,transfer_in,-,mobile,SG,12,3186,5,141,NORMAL
TXN10004327,ACC393889,2026-04-24 08:27:00,1384.55,transfer_out,-,web,TH,8,492,4,1624,NORMAL
TXN10004328,ACC704677,2026-04-11 16:50:00,41016.33,transfer_in,-,mobile,CN,16,36,12,18,MULE
TXN10004329,ACC643962,2026-04-06 16:08:00,534.04,purchase,Shopee,mobile,TH,16,531,6,347,NORMAL
TXN10004330,ACC109208,2026-04-02 11:33:00,1463.18,purchase,Lazada,atm,TH,11,2528,5,185,NORMAL
TXN10004331,ACC222980,2026-04-15 23:25:00,81764.89,transfer_out,-,mobile,MY,23,78,20,13,MULE
TXN10004332,ACC963989,2026-04-07 12:42:00,454.52,purchase,Lazada,mobile,TH,12,1620,1,108,NORMAL
TXN10004333,ACC414125,2026-04-09 04:12:00,68.25,purchase,Lotus's,web,TH,4,1017,6,192,NORMAL
TXN10004334,ACC380159,2026-04-04 18:47:00,97223.84,transfer_out,-,mobile,US,18,83,29,16,MULE
TXN10004335,ACC882484,2026-04-29 03:24:00,65268.63,purchase,Unverified Merchant,web,RU,3,396,7,19,FRAUD
TXN10004336,ACC310305,2026-04-29 16:11:00,163.75,purchase,Tops Market,mobile,TH,16,1927,6,216,NORMAL
TXN10004337,ACC722925,2026-04-08 12:11:00,121.43,purchase,Grab,web,TH,12,296,1,27,NORMAL
TXN10004338,ACC526815,2026-04-11 10:34:00,1888.16,transfer_out,-,atm,TH,10,2688,5,315,NORMAL
TXN10004339,ACC904669,2026-04-15 09:52:00,11122.76,transfer_in,-,mobile,JP,9,374,2,212,NORMAL
TXN10004340,ACC452878,2026-04-13 17:34:00,492.51,purchase,Central,web,SG,17,3081,8,37,NORMAL
TXN10004341,ACC770232,2026-04-02 15:09:00,275.14,purchase,Tops Market,mobile,TH,15,470,8,218,NORMAL
TXN10004342,ACC679822,2026-04-23 14:12:00,1428.1,purchase,Lazada,web,TH,14,1847,5,406,NORMAL
TXN10004343,ACC601554,2026-04-02 12:22:00,2306.53,transfer_out,-,mobile,MY,12,189,6,86,NORMAL
TXN10004344,ACC474302,2026-04-12 16:06:00,147526.74,transfer_in,-,mobile,RU,16,82,29,16,MULE
TXN10004345,ACC330010,2026-04-29 18:18:00,876.54,purchase,Central,atm,SG,18,3321,2,184,NORMAL
TXN10004346,ACC311354,2026-04-14 22:07:00,6321.36,transfer_out,-,mobile,TH,22,859,3,461,NORMAL
TXN10004347,ACC975494,2026-04-18 10:19:00,3783.17,transfer_out,-,mobile,TH,10,1977,5,248,NORMAL
TXN10004348,ACC855944,2026-04-03 22:42:00,153416.55,transfer_in,-,mobile,TH,22,79,20,20,MULE
TXN10004349,ACC238741,2026-04-30 12:30:00,451.82,purchase,7-Eleven,mobile,JP,12,2576,6,37,NORMAL
TXN10004350,ACC231514,2026-04-10 15:40:00,256.72,purchase,Makro,branch,JP,15,133,2,61,NORMAL
TXN10004351,ACC451765,2026-04-16 17:12:00,157330.43,transfer_out,-,web,MY,17,10,19,2,MULE
TXN10004352,ACC286768,2026-04-05 09:14:00,134.34,purchase,Lazada,mobile,TH,9,2613,2,1259,NORMAL
TXN10004353,ACC306654,2026-04-01 16:36:00,11220.2,transfer_out,-,mobile,TH,16,2885,5,197,NORMAL
TXN10004354,ACC163365,2026-04-12 13:42:00,150.27,purchase,Tops Market,mobile,TH,13,1946,1,223,NORMAL
TXN10004355,ACC195939,2026-04-27 07:59:00,2632.29,transfer_out,-,mobile,TH,7,2975,4,293,NORMAL
TXN10004356,ACC190824,2026-04-25 08:46:00,620.3,purchase,PTT Station,web,TH,8,2966,7,103,NORMAL
TXN10004357,ACC801143,2026-04-05 03:40:00,365.66,purchase,Shopee,web,TH,3,1203,1,310,NORMAL
TXN10004358,ACC384550,2026-04-29 03:53:00,49553.27,purchase,Foreign Online Shop,web,RU,3,1835,12,51,FRAUD
TXN10004359,ACC377202,2026-04-17 20:45:00,190.15,purchase,Central,mobile,TH,20,3291,4,89,NORMAL
TXN10004360,ACC865129,2026-04-25 09:39:00,307.3,purchase,Central,atm,TH,9,3312,6,631,NORMAL
TXN10004361,ACC842954,2026-04-24 02:08:00,229.95,transfer_out,-,mobile,RU,2,2009,6,8,FRAUD
TXN10004362,ACC674745,2026-04-19 08:05:00,1667.67,transfer_in,-,mobile,MY,8,1172,8,727,NORMAL
TXN10004363,ACC871369,2026-04-30 07:29:00,3582.15,transfer_out,-,branch,TH,7,2630,6,253,NORMAL
TXN10004364,ACC255194,2026-04-09 09:53:00,1516.31,transfer_out,-,mobile,MY,9,1684,1,833,NORMAL
TXN10004365,ACC135081,2026-04-20 07:28:00,2255.6,transfer_in,-,branch,TH,7,2654,3,56,NORMAL
TXN10004366,ACC915417,2026-04-02 20:31:00,234.25,purchase,Makro,branch,JP,20,1020,7,188,NORMAL
TXN10004367,ACC773045,2026-04-04 14:39:00,322.46,purchase,7-Eleven,mobile,TH,14,2055,4,183,NORMAL
TXN10004368,ACC962411,2026-04-01 19:40:00,716.74,transfer_out,-,web,TH,19,3099,3,747,NORMAL
TXN10004369,ACC312705,2026-04-20 01:13:00,323.79,purchase,Unverified Merchant,web,PH,1,2544,7,10,FRAUD
TXN10004370,ACC214632,2026-04-23 11:43:00,1730.93,purchase,PTT Station,web,TH,11,3170,7,448,NORMAL
TXN10004371,ACC267228,2026-04-24 15:51:00,2149.14,transfer_out,-,web,TH,15,960,4,119,NORMAL
TXN10004372,ACC118017,2026-04-24 01:39:00,75.89,purchase,Gift Card Reseller,web,GB,1,3228,6,1,FRAUD
TXN10004373,ACC183053,2026-04-13 06:12:00,3458.88,transfer_in,-,web,MY,6,1232,2,161,NORMAL
TXN10004374,ACC317494,2026-04-04 14:41:00,210.19,purchase,PTT Station,web,TH,14,969,5,63,NORMAL
TXN10004375,ACC297792,2026-04-15 18:08:00,1089.35,purchase,PTT Station,branch,TH,18,1162,6,129,NORMAL
TXN10004376,ACC244676,2026-04-28 17:46:00,122.71,purchase,Big C,web,SG,17,3473,3,39,NORMAL
TXN10004377,ACC927332,2026-04-08 16:21:00,391.34,purchase,Makro,mobile,TH,16,1872,1,154,NORMAL
TXN10004378,ACC420028,2026-04-09 12:00:00,1130.76,purchase,Grab,mobile,TH,12,1237,2,1439,NORMAL
TXN10004379,ACC996319,2026-04-24 16:07:00,236.48,purchase,Makro,mobile,TH,16,1959,2,48,NORMAL
TXN10004380,ACC858140,2026-04-15 17:42:00,182.95,purchase,7-Eleven,mobile,TH,17,1036,1,222,NORMAL
TXN10004381,ACC877027,2026-04-02 14:57:00,318.0,purchase,PTT Station,branch,MY,14,2866,5,329,NORMAL
TXN10004382,ACC510747,2026-04-30 09:52:00,377.91,purchase,Tops Market,web,JP,9,2172,1,1051,NORMAL
TXN10004383,ACC191891,2026-04-05 12:38:00,2088.79,transfer_in,-,mobile,MY,12,1687,1,635,NORMAL
TXN10004384,ACC414887,2026-04-21 07:53:00,247.44,purchase,Big C,branch,TH,7,3267,6,50,NORMAL
TXN10004385,ACC742849,2026-04-24 16:39:00,741.95,purchase,Makro,web,TH,16,1640,5,157,NORMAL
TXN10004386,ACC994054,2026-04-29 10:45:00,387.17,purchase,Shopee,mobile,TH,10,1803,3,375,NORMAL
TXN10004387,ACC347818,2026-04-20 01:04:00,149468.76,purchase,Crypto Exchange,mobile,UA,1,1254,14,18,FRAUD
TXN10004388,ACC778128,2026-04-28 04:52:00,72223.77,purchase,Foreign Online Shop,web,GB,4,2616,9,38,FRAUD
TXN10004389,ACC588200,2026-04-03 19:39:00,186.53,purchase,Lotus's,mobile,TH,19,1234,6,214,NORMAL
TXN10004390,ACC417259,2026-04-17 09:02:00,92.34,purchase,Shopee,web,MY,9,3019,8,387,NORMAL
TXN10004391,ACC598739,2026-04-25 14:07:00,1048.64,purchase,Lazada,web,TH,14,2748,4,155,NORMAL
TXN10004392,ACC957177,2026-04-21 16:13:00,1014.12,transfer_out,-,web,TH,16,635,7,48,NORMAL
TXN10004393,ACC564196,2026-04-19 11:36:00,586.96,purchase,PTT Station,mobile,SG,11,2347,6,249,NORMAL
TXN10004394,ACC766117,2026-04-05 02:29:00,208476.76,transfer_out,-,web,SG,2,1952,13,205,FRAUD
TXN10004395,ACC130485,2026-04-29 16:33:00,820.15,purchase,Makro,branch,TH,16,3209,1,220,NORMAL
TXN10004396,ACC672283,2026-04-22 13:54:00,999.83,transfer_out,-,web,JP,13,2412,8,238,NORMAL
TXN10004397,ACC184316,2026-04-17 10:54:00,3655.6,transfer_out,-,web,SG,10,213,5,338,NORMAL
TXN10004398,ACC359357,2026-04-10 07:23:00,822.76,purchase,7-Eleven,mobile,TH,7,1062,4,563,NORMAL
TXN10004399,ACC543798,2026-04-28 15:08:00,359827.25,transfer_out,-,mobile,SG,15,1149,5,172,FRAUD
TXN10004400,ACC185580,2026-04-25 18:27:00,514.12,purchase,Makro,atm,JP,18,1733,5,450,NORMAL
TXN10004401,ACC220205,2026-04-14 08:10:00,675.95,purchase,7-Eleven,atm,TH,8,3346,7,237,NORMAL
TXN10004402,ACC139759,2026-04-19 08:10:00,1438.28,transfer_in,-,web,TH,8,3062,3,313,NORMAL
TXN10004403,ACC380159,2026-04-04 18:31:00,86322.2,transfer_in,-,mobile,VN,18,83,29,14,MULE
TXN10004404,ACC191008,2026-04-26 13:16:00,61.57,purchase,Tops Market,web,SG,13,3385,6,20,NORMAL
TXN10004405,ACC930351,2026-04-24 17:45:00,1562.9,transfer_out,-,mobile,TH,17,1816,6,78,NORMAL
TXN10004406,ACC682388,2026-04-19 16:55:00,234.0,purchase,Makro,web,TH,16,1361,6,164,NORMAL
TXN10004407,ACC602609,2026-04-20 07:30:00,1188.53,purchase,Central,web,TH,7,2936,7,318,NORMAL
TXN10004408,ACC327811,2026-04-22 15:28:00,2720.84,transfer_in,-,mobile,TH,15,2260,1,1418,NORMAL
TXN10004409,ACC395128,2026-04-28 12:32:00,372.9,purchase,PTT Station,atm,TH,12,784,6,152,NORMAL
TXN10004410,ACC523019,2026-04-28 11:17:00,244.23,purchase,Lazada,atm,TH,11,696,8,26,NORMAL
TXN10004411,ACC557274,2026-04-03 18:44:00,6433.24,transfer_out,-,mobile,MY,18,1849,4,139,NORMAL
TXN10004412,ACC555214,2026-04-11 01:46:00,230587.2,purchase,Online Gambling,web,VN,1,1919,12,287,FRAUD
TXN10004413,ACC894506,2026-04-20 10:05:00,289.07,purchase,Makro,web,SG,10,2560,1,128,NORMAL
TXN10004414,ACC397271,2026-04-21 17:17:00,598.41,purchase,Lotus's,atm,TH,17,396,8,374,NORMAL
TXN10004415,ACC233722,2026-04-14 17:13:00,2442.0,transfer_out,-,mobile,TH,17,1780,6,198,NORMAL
TXN10004416,ACC612790,2026-04-06 00:14:00,165.88,purchase,Gift Card Reseller,web,GB,0,2403,5,2,FRAUD
TXN10004417,ACC667251,2026-04-28 13:52:00,139911.64,transfer_in,-,mobile,TH,13,66,25,24,MULE
TXN10004418,ACC989585,2026-04-03 16:06:00,946.72,purchase,Central,mobile,TH,16,2938,2,85,NORMAL
TXN10004419,ACC694461,2026-04-19 18:41:00,168558.79,transfer_in,-,mobile,TH,18,80,26,22,MULE
TXN10004420,ACC417879,2026-04-17 17:48:00,352.68,purchase,7-Eleven,mobile,TH,17,3323,4,69,NORMAL
TXN10004421,ACC810910,2026-04-14 17:39:00,1137.14,transfer_in,-,web,MY,17,697,2,239,NORMAL
TXN10004422,ACC312661,2026-04-07 12:47:00,6768.47,transfer_out,-,atm,JP,12,1913,2,76,NORMAL
TXN10004423,ACC698235,2026-04-27 00:05:00,114756.29,transfer_out,-,mobile,JP,0,357,4,140,FRAUD
TXN10004424,ACC649407,2026-04-18 19:08:00,891.31,purchase,Grab,mobile,TH,19,2238,3,171,NORMAL
TXN10004425,ACC487035,2026-04-21 11:49:00,1274.67,purchase,Central,mobile,SG,11,3187,5,615,NORMAL
TXN10004426,ACC592253,2026-04-17 17:14:00,66350.99,transfer_in,-,mobile,TH,17,50,31,13,MULE
TXN10004427,ACC625629,2026-04-27 02:49:00,51426.36,transfer_in,-,mobile,TH,2,71,12,22,MULE
TXN10004428,ACC910403,2026-04-14 14:53:00,448.53,purchase,PTT Station,web,JP,14,460,2,950,NORMAL
TXN10004429,ACC678904,2026-04-19 16:28:00,1040.48,purchase,Shopee,web,TH,16,1036,1,200,NORMAL
TXN10004430,ACC925749,2026-04-16 07:10:00,1349.35,purchase,Lazada,web,TH,7,2613,8,335,NORMAL
TXN10004431,ACC187763,2026-04-02 15:29:00,2441.9,purchase,Big C,mobile,SG,15,2207,3,240,NORMAL
TXN10004432,ACC846041,2026-04-20 12:42:00,70.18,purchase,Tops Market,web,JP,12,3220,3,119,NORMAL
TXN10004433,ACC347818,2026-04-13 11:42:00,155.25,purchase,Lazada,mobile,SG,11,3146,7,213,NORMAL
TXN10004434,ACC694334,2026-04-18 06:48:00,3740.84,transfer_out,-,web,SG,6,2230,1,219,NORMAL
TXN10004435,ACC692389,2026-04-11 16:51:00,102.19,purchase,Central,atm,JP,16,2930,4,425,NORMAL
TXN10004436,ACC281287,2026-04-16 14:41:00,1015.38,purchase,Central,branch,TH,14,1397,2,421,NORMAL
TXN10004437,ACC529706,2026-04-30 14:34:00,178.56,purchase,Central,mobile,TH,14,2727,6,933,NORMAL
TXN10004438,ACC387407,2026-04-18 13:06:00,183.82,purchase,Central,web,TH,13,2336,4,211,NORMAL
TXN10004439,ACC514690,2026-04-12 13:20:00,85.5,purchase,Makro,branch,TH,13,644,2,93,NORMAL
TXN10004440,ACC221619,2026-04-07 16:56:00,14158.5,transfer_in,-,mobile,SG,16,2476,1,741,NORMAL
TXN10004441,ACC358625,2026-04-10 19:03:00,10742.5,transfer_out,-,mobile,TH,19,2603,1,144,NORMAL
TXN10004442,ACC957809,2026-04-28 10:08:00,1776.22,transfer_in,-,web,MY,10,1209,5,97,NORMAL
TXN10004443,ACC777674,2026-04-24 19:05:00,743.36,purchase,Tops Market,atm,TH,19,437,7,82,NORMAL
TXN10004444,ACC966160,2026-04-03 01:20:00,476917.04,transfer_out,-,web,PH,1,2790,15,675,FRAUD
TXN10004445,ACC966160,2026-04-14 08:03:00,2213.77,transfer_out,-,mobile,MY,8,3167,5,971,NORMAL
TXN10004446,ACC768238,2026-04-11 07:52:00,1185.17,transfer_out,-,atm,MY,7,2456,6,43,NORMAL
TXN10004447,ACC645159,2026-04-25 16:50:00,2809.73,purchase,Tops Market,atm,TH,16,639,5,66,NORMAL
TXN10004448,ACC424103,2026-04-21 03:16:00,178179.72,transfer_out,-,web,KH,3,2501,15,769,FRAUD
TXN10004449,ACC379424,2026-04-05 06:53:00,2131.43,purchase,PTT Station,mobile,TH,6,1024,3,647,NORMAL
TXN10004450,ACC273178,2026-04-21 16:28:00,19009.25,transfer_in,-,mobile,JP,16,2510,7,55,NORMAL
TXN10004451,ACC399405,2026-04-28 13:57:00,314.88,purchase,Central,mobile,JP,13,2564,2,143,NORMAL
TXN10004452,ACC926202,2026-04-19 16:35:00,267.43,purchase,Makro,mobile,SG,16,388,8,40,NORMAL
TXN10004453,ACC799742,2026-04-15 19:46:00,3543.66,transfer_in,-,mobile,TH,19,2391,5,1024,NORMAL
TXN10004454,ACC420133,2026-04-17 12:12:00,361680.68,transfer_out,-,web,TH,12,1566,6,633,FRAUD
TXN10004455,ACC442009,2026-04-15 15:55:00,6995.11,transfer_in,-,mobile,SG,15,1827,7,167,NORMAL
TXN10004456,ACC379449,2026-04-28 23:03:00,996.04,purchase,7-Eleven,mobile,TH,23,502,1,327,NORMAL
TXN10004457,ACC479397,2026-04-24 15:47:00,205.91,purchase,PTT Station,web,MY,15,3084,7,223,NORMAL
TXN10004458,ACC886643,2026-04-02 12:01:00,158.52,purchase,Grab,web,TH,12,3448,7,573,NORMAL
TXN10004459,ACC206214,2026-04-07 16:52:00,614.44,purchase,Makro,mobile,TH,16,2004,5,85,NORMAL
TXN10004460,ACC780353,2026-04-15 09:05:00,592.11,purchase,Grab,mobile,MY,9,966,4,377,NORMAL
TXN10004461,ACC594523,2026-04-06 14:36:00,317.73,purchase,7-Eleven,web,TH,14,1495,6,1281,NORMAL
TXN10004462,ACC461529,2026-04-01 17:18:00,203.77,purchase,Grab,mobile,TH,17,598,8,66,NORMAL
TXN10004463,ACC583956,2026-04-21 00:00:00,120884.68,purchase,Unverified Merchant,mobile,US,0,679,11,38,FRAUD
TXN10004464,ACC112916,2026-04-12 10:54:00,288.24,purchase,Big C,mobile,TH,10,139,1,2360,NORMAL
TXN10004465,ACC844383,2026-04-29 19:29:00,3570.66,transfer_out,-,mobile,TH,19,534,2,88,NORMAL
TXN10004466,ACC368472,2026-04-28 16:30:00,3242.37,transfer_out,-,mobile,SG,16,1725,4,633,NORMAL
TXN10004467,ACC536423,2026-04-02 08:10:00,1369.86,purchase,Tops Market,mobile,TH,8,2339,3,102,NORMAL
TXN10004468,ACC119790,2026-04-08 06:46:00,1157.57,purchase,Big C,atm,TH,6,214,5,3887,NORMAL
TXN10004469,ACC855944,2026-04-03 22:04:00,56573.27,transfer_in,-,mobile,TH,22,79,20,24,MULE
TXN10004470,ACC261734,2026-04-16 18:43:00,4979.34,transfer_in,-,mobile,TH,18,2110,1,304,NORMAL
TXN10004471,ACC168429,2026-04-27 20:50:00,347.85,purchase,Tops Market,mobile,SG,20,971,6,1766,NORMAL
TXN10004472,ACC773045,2026-04-14 17:42:00,128.9,purchase,Big C,web,TH,17,428,6,102,NORMAL
TXN10004473,ACC981884,2026-04-27 09:35:00,360882.71,transfer_out,-,web,TH,9,1713,3,373,FRAUD
TXN10004474,ACC245611,2026-04-18 10:10:00,1746.54,purchase,Lotus's,mobile,TH,10,1216,6,469,NORMAL
TXN10004475,ACC546458,2026-04-21 07:34:00,451.45,purchase,Big C,mobile,MY,7,2754,2,123,NORMAL
TXN10004476,ACC713272,2026-04-09 15:16:00,272.7,purchase,Big C,mobile,MY,15,925,6,682,NORMAL
TXN10004477,ACC837442,2026-04-03 16:34:00,569.82,purchase,Big C,mobile,TH,16,2528,2,155,NORMAL
TXN10004478,ACC435502,2026-04-08 12:09:00,1616.48,transfer_out,-,mobile,SG,12,267,2,303,NORMAL
TXN10004479,ACC718396,2026-04-14 11:40:00,6738.33,transfer_out,-,mobile,TH,11,1039,5,619,NORMAL
TXN10004480,ACC190882,2026-04-21 14:42:00,547.36,purchase,Grab,mobile,TH,14,800,4,101,NORMAL
TXN10004481,ACC899228,2026-04-09 13:05:00,8163.67,transfer_out,-,web,TH,13,1636,3,89,NORMAL
TXN10004482,ACC201939,2026-04-24 12:23:00,3237.96,transfer_out,-,mobile,SG,12,666,8,98,NORMAL
TXN10004483,ACC353451,2026-04-01 17:22:00,18696.2,transfer_out,-,mobile,TH,17,385,6,143,NORMAL
TXN10004484,ACC258122,2026-04-22 09:37:00,808.88,transfer_out,-,mobile,TH,9,2168,1,258,NORMAL
TXN10004485,ACC332945,2026-04-23 11:31:00,229.41,purchase,Makro,atm,TH,11,3072,1,320,NORMAL
TXN10004486,ACC672400,2026-04-03 23:49:00,148760.92,transfer_out,-,mobile,VN,23,1258,3,59,FRAUD
TXN10004487,ACC852619,2026-04-23 11:44:00,303.95,purchase,Tops Market,web,TH,11,2637,5,42,NORMAL
TXN10004488,ACC336499,2026-04-08 11:40:00,228.15,purchase,Big C,mobile,JP,11,1082,6,357,NORMAL
TXN10004489,ACC241515,2026-04-19 00:28:00,117939.77,purchase,Unverified Merchant,web,UA,0,1746,15,16,FRAUD
TXN10004490,ACC152841,2026-04-12 03:16:00,155422.55,transfer_in,-,mobile,MY,3,61,9,2,MULE
TXN10004491,ACC962617,2026-04-23 13:32:00,75570.08,transfer_out,-,web,US,13,3283,14,227,FRAUD
TXN10004492,ACC610344,2026-04-06 10:38:00,189.78,purchase,Shopee,mobile,TH,10,436,7,201,NORMAL
TXN10004493,ACC211884,2026-04-15 17:15:00,914.94,purchase,Shopee,mobile,JP,17,285,3,753,NORMAL
TXN10004494,ACC779174,2026-04-13 15:33:00,345.93,purchase,Central,mobile,SG,15,2188,5,270,NORMAL
TXN10004495,ACC548310,2026-04-28 12:59:00,1123.7,purchase,Lazada,web,TH,12,369,7,298,NORMAL
TXN10004496,ACC131403,2026-04-09 15:50:00,895.66,purchase,Lotus's,web,TH,15,1319,8,340,NORMAL
TXN10004497,ACC412164,2026-04-09 09:47:00,53792.42,transfer_out,-,mobile,TH,9,19,27,16,MULE
TXN10004498,ACC226023,2026-04-01 16:04:00,2171.97,transfer_out,-,mobile,JP,16,1548,3,156,NORMAL
TXN10004499,ACC610965,2026-04-06 19:47:00,199.23,purchase,7-Eleven,mobile,TH,19,1945,4,91,NORMAL
TXN10004500,ACC813884,2026-04-22 09:08:00,62.87,purchase,Tops Market,mobile,TH,9,1950,7,92,NORMAL
TXN10004501,ACC127418,2026-04-24 16:04:00,505.24,purchase,PTT Station,web,MY,16,783,5,289,NORMAL
TXN10004502,ACC321887,2026-04-18 07:42:00,329.52,purchase,Tops Market,mobile,TH,7,2673,4,112,NORMAL
TXN10004503,ACC391909,2026-04-02 08:05:00,522.87,purchase,7-Eleven,mobile,TH,8,2906,6,143,NORMAL
TXN10004504,ACC417879,2026-04-26 07:05:00,847.3,purchase,Shopee,mobile,MY,7,311,4,109,NORMAL
TXN10004505,ACC191891,2026-04-05 18:43:00,387.98,purchase,Makro,branch,TH,18,2412,7,31,NORMAL
TXN10004506,ACC937263,2026-04-28 13:05:00,380.91,purchase,Grab,atm,SG,13,1604,8,723,NORMAL
TXN10004507,ACC379424,2026-04-17 08:27:00,414.06,purchase,Lotus's,mobile,JP,8,650,3,668,NORMAL
TXN10004508,ACC270138,2026-04-29 09:35:00,1297.16,transfer_out,-,atm,MY,9,2742,8,345,NORMAL
TXN10004509,ACC617115,2026-04-27 11:41:00,221.67,purchase,Lazada,web,JP,11,1990,3,65,NORMAL
TXN10004510,ACC591676,2026-04-29 10:54:00,291.83,purchase,7-Eleven,mobile,TH,10,356,8,136,NORMAL
TXN10004511,ACC503542,2026-04-23 23:43:00,765.07,purchase,7-Eleven,mobile,TH,23,3007,4,252,NORMAL
TXN10004512,ACC781515,2026-04-30 09:02:00,547.33,purchase,7-Eleven,web,MY,9,2999,7,39,NORMAL
