"TransactionID","isFraud","TransactionDT","TransactionAmt","ProductCD","card1","card2","card3","card4","card5","card6","addr1","addr2","P_emaildomain","R_emaildomain","C1","C2","C3","C4","C5","D1","D2","D3","D4","D15"
3231491,0,5800729,41.388,"C",1487,408,185,"mastercard",224,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3231494,0,5800849,48.95,"W",9992,455,150,"mastercard",166,"debit",191,87,"gmail.com",,1,1,0,0,1,3,,3,0,3
3231498,0,5801007,72.95,"W",9914,471,150,"mastercard",166,"debit",325,87,"gmail.com",,9,4,0,0,4,126,126,10,0,126
3231502,0,5801082,660.48,"W",2114,396,150,"mastercard",224,"debit",315,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3231517,0,5801742,39,"W",17480,528,150,"visa",226,"credit",194,87,,,1,1,0,0,0,0,0,0,,0
3231535,0,5802492,117,"W",15497,490,150,"visa",226,"debit",299,87,,,1,1,0,0,0,0,,,,0
3231544,0,5802755,107.95,"W",15497,490,150,"visa",226,"debit",299,87,"yahoo.com",,2,2,0,0,2,95,95,94,253,253
3231591,0,5804384,35.95,"W",15484,418,150,"visa",226,"debit",433,87,"anonymous.com",,8,6,0,0,1,483,483,7,0,0
3231593,0,5804420,30.95,"W",4499,555,150,"visa",226,"debit",272,87,"gmail.com",,3,3,0,0,1,525,525,49,524,524
3231601,0,5804649,67.95,"W",16132,111,150,"visa",226,"debit",299,87,"yahoo.com",,3,1,0,0,4,227,227,20,489,489
3231624,0,5805321,20,"W",7919,194,150,"mastercard",202,"debit",181,87,"gmail.com",,1,1,0,0,0,17,17,17,17,17
3231643,0,5805980,57.95,"W",12839,321,150,"visa",226,"debit",264,87,"gmail.com",,6,4,0,0,1,301,301,7,49,539
3231675,0,5807540,57.95,"W",14290,512,150,"visa",226,"debit",177,87,"gmail.com",,5,6,0,0,1,540,540,11,540,540
3231686,1,5807841,31.298,"C",13413,103,185,"visa",137,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3231688,1,5807903,31.298,"C",13413,103,185,"visa",137,"credit",,,"gmail.com","gmail.com",2,1,0,1,0,0,,,0,0
3231693,1,5808036,31.298,"C",13413,103,185,"visa",137,"credit",,,"hotmail.com","hotmail.com",2,1,0,2,0,0,,,0,0
3231703,1,5808365,31.298,"C",3867,296,185,"visa",226,"credit",,,"gmail.com","gmail.com",5,2,0,1,0,0,,,0,0
3231723,0,5809404,33.534,"C",9917,142,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3231727,0,5809641,88.213,"C",10086,500,185,"mastercard",224,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3231760,0,5813566,41.5,"W",16255,470,150,"mastercard",137,"credit",299,87,"hotmail.com",,116,100,0,0,147,0,,,367,367
3231796,0,5819990,855.48,"W",5222,111,150,"visa",195,"credit",122,87,"hotmail.com",,1,1,0,0,1,0,,,0,0
3231815,0,5825893,59,"W",2772,512,150,"visa",226,"debit",269,87,"gmail.com",,1,1,0,0,0,185,185,18,519,519
3231821,0,5827399,107.95,"W",9500,321,150,"visa",226,"debit",204,87,"yahoo.com",,100,98,0,0,71,311,311,7,224,506
3231826,0,5827896,72.95,"W",2893,,150,"visa",166,"debit",315,87,"gmail.com",,103,95,0,0,98,192,192,7,192,192
3231874,0,5832980,47.95,"W",17399,111,150,"mastercard",224,"debit",330,87,"gmail.com",,3,2,0,0,1,0,,,0,0
3231900,0,5835027,25.95,"W",9998,194,150,"visa",166,"debit",441,87,,,3,1,0,0,2,28,28,14,,29
3231928,0,5836413,280,"W",2415,170,150,"visa",226,"credit",325,87,"aol.com",,1,1,0,0,0,420,420,4,139,420
3231958,0,5837734,307,"W",9749,528,150,"visa",226,"credit",231,87,,,11,7,0,0,1,34,28,28,,235
3231971,0,5838263,57.95,"W",17607,182,150,"visa",226,"debit",330,87,"comcast.net",,3,3,0,0,2,38,38,9,83,95
3231995,0,5839154,42.95,"W",17399,111,150,"mastercard",224,"debit",330,87,,,3,2,0,0,1,0,,0,,0
3232000,0,5839268,44,"W",10112,360,150,"visa",166,"debit",123,87,"gmail.com",,1,4,0,0,0,354,90,16,24,215
3232014,0,5839790,49,"W",15521,321,150,"visa",226,"debit",337,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3232048,0,5840681,59,"W",16132,111,150,"visa",226,"debit",299,87,"gmail.com",,4,4,0,0,0,79,79,79,0,186
3232051,0,5840781,25.95,"W",6170,174,150,"visa",226,"debit",315,87,"gmail.com",,1,2,0,0,1,87,87,15,72,87
3232060,0,5840913,117,"W",2616,,150,"discover",102,"credit",204,87,"yahoo.com",,2,1,0,0,0,0,,,502,502
3232065,0,5841026,104.47,"W",8187,,150,"visa",166,"debit",264,87,"yahoo.com",,2,2,0,0,1,137,137,138,138,138
3232073,0,5841205,150,"R",18306,490,150,"mastercard",203,"credit",272,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3232084,0,5841491,100,"R",8256,181,150,"visa",162,"credit",177,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3232105,1,5841910,107.95,"W",3808,555,150,"visa",226,"debit",485,87,,,2,1,0,0,2,65,65,0,,150
3232133,0,5842421,57.95,"W",7676,512,150,"visa",226,"debit",220,87,"yahoo.com",,7,1,0,0,2,18,18,18,522,140
3232134,0,5842477,50,"R",7861,494,150,"visa",226,"credit",126,87,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,,
3232135,0,5842532,26.95,"W",14367,555,150,"visa",226,"debit",485,87,,,1,1,0,0,1,0,,,,0
3232152,0,5842918,82.95,"W",7508,321,150,"visa",226,"debit",177,87,"yahoo.com",,1,3,0,0,1,139,29,7,128,139
3232163,0,5843176,77,"W",9992,455,150,"mastercard",166,"debit",498,87,,,5,3,0,0,0,0,,1,,388
3232216,0,5844275,150,"H",12544,321,150,"visa",226,"debit",494,87,"gmail.com","anonymous.com",1,1,0,1,0,0,,,,
3232231,0,5844494,77,"W",11386,555,150,"visa",226,"debit",204,87,,,1,2,0,0,0,24,24,1,,24
3232255,0,5844717,57.95,"W",3579,554,150,"mastercard",224,"debit",325,87,"gmail.com",,46,50,0,0,25,469,469,49,0,469
3232302,0,5845564,1892.15,"W",12133,111,150,"mastercard",195,"credit",325,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3232331,0,5846032,300,"W",8009,111,150,"visa",226,"credit",325,87,"gmail.com",,4,2,0,0,2,515,515,21,546,203
3232342,0,5846257,108.95,"W",16654,321,150,"visa",226,"debit",330,87,,,1,1,0,0,1,0,,,,0
3232344,0,5846266,1052,"W",10142,386,150,"visa",226,"debit",225,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3232347,0,5846373,117,"W",12695,490,150,"visa",226,"debit",325,87,"yahoo.com",,2,4,0,0,0,228,228,2,332,357
3232352,0,5846420,57.95,"W",11925,553,150,"visa",226,"debit",299,87,"yahoo.com",,1,4,0,0,1,519,519,8,520,112
3232355,0,5846472,25,"S",12544,321,150,"visa",226,"debit",337,87,,"gmail.com",2,2,0,1,0,9,9,,,
3232391,0,5847065,48.95,"W",7005,111,150,"visa",226,"debit",310,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3232405,0,5847358,159,"W",7207,111,150,"visa",226,"debit",204,87,,,6,12,0,0,1,532,532,0,,542
3232412,0,5847396,107.95,"W",4806,490,150,"visa",226,"debit",315,87,"gmail.com",,1,3,0,0,8,546,546,7,546,546
3232433,0,5847839,67.95,"W",2303,197,150,"visa",226,"debit",325,87,"yahoo.com",,20,13,0,0,12,489,489,0,489,489
3232441,0,5847997,107.95,"W",6051,555,150,"visa",226,"debit",220,87,"gmail.com",,2,3,0,0,1,81,81,16,379,0
3232447,0,5848117,107.95,"W",14099,383,150,"visa",226,"debit",143,87,,,3,3,0,0,1,29,29,13,,29
3232466,0,5848294,25,"H",8717,489,150,"mastercard",219,"credit",272,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3232478,0,5848472,24,"W",12527,321,150,"visa",226,"debit",264,87,"gmail.com",,3,1,0,0,0,0,,,560,75
3232480,0,5848486,65,"W",1284,490,150,"visa",226,"debit",264,87,"anonymous.com",,6,4,0,0,2,546,546,7,525,546
3232481,0,5848503,54.47,"W",11266,390,150,"mastercard",117,"debit",310,87,"gmail.com",,22,21,0,0,21,125,,124,181,0
3232491,0,5848655,50,"S",2795,174,150,"visa",141,"credit",330,87,,"anonymous.com",1,1,0,1,0,0,,,,
3232525,0,5849197,53.97,"W",17131,111,150,"mastercard",224,"debit",264,87,"yahoo.com",,5,3,0,0,1,0,,,307,307
3232530,0,5849356,311.95,"W",2807,555,150,"mastercard",117,"debit",485,87,"gmail.com",,1,1,0,0,1,5,5,5,5,5
3232562,0,5849997,56.95,"W",2744,490,150,"visa",195,"debit",264,87,"gmail.com",,1,1,0,0,1,0,,,542,542
3232607,0,5850742,30,"S",4436,174,150,"visa",226,"debit",184,87,,"gmail.com",2,4,0,1,0,202,202,,,202
3232629,0,5851172,48.95,"W",15497,490,150,"visa",226,"debit",299,87,"gmail.com",,1,2,0,0,1,53,53,25,25,0
3232658,0,5851698,402.95,"W",1893,514,150,"mastercard",224,"credit",264,87,"anonymous.com",,1,1,0,0,1,28,28,28,28,28
3232661,0,5851740,100,"R",9500,321,150,"visa",226,"debit",330,87,"yahoo.com","anonymous.com",1,1,0,1,0,0,0,,,
3232667,0,5851861,49.95,"W",11927,532,150,"mastercard",224,"debit",485,87,,,1,1,0,0,1,0,,,,0
3232668,0,5851880,49,"W",5700,122,150,"mastercard",166,"debit",325,87,"icloud.com",,1,1,0,0,0,0,0,0,0,0
3232682,0,5852042,117,"W",16883,111,150,"visa",226,"debit",272,87,"windstream.net",,2,2,0,0,0,162,162,25,359,359
3232690,0,5852127,171,"W",3821,111,150,"mastercard",219,"credit",433,87,"gmail.com",,1,1,0,0,0,431,40,40,431,431
3232702,0,5852331,107.95,"W",17188,321,150,"visa",226,"debit",299,87,"anonymous.com",,1,1,0,0,1,530,530,33,530,530
3232704,0,5852346,159.95,"W",11207,361,150,"visa",226,"debit",330,87,"aol.com",,8,6,0,0,4,0,,,0,352
3232708,0,5852386,117,"W",12680,543,150,"mastercard",182,"debit",299,87,"anonymous.com",,4,4,0,0,1,143,,144,144,83
3232710,0,5852423,107,"W",13155,329,150,"visa",226,"debit",472,87,"anonymous.com",,2,3,0,0,0,46,46,0,10,46
3232711,0,5852434,33.044,"C",10876,104,185,"visa",137,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3232715,1,5852460,25.014,"C",15063,,150,"visa",226,"credit",,,"anonymous.com","anonymous.com",1,2,0,2,0,2,,2,0,0
3232717,0,5852527,34,"W",5033,269,150,"mastercard",224,"debit",264,87,"hotmail.com",,1,1,0,0,0,21,21,15,532,532
3232720,0,5852655,34,"W",12839,321,150,"visa",226,"debit",512,87,"gmail.com",,1,2,0,0,0,40,40,0,41,41
3232733,0,5852853,74.95,"W",4231,555,150,"visa",226,"debit",226,87,"gmail.com",,5,3,0,0,1,0,,,455,71
3232761,0,5853301,209.95,"W",17188,321,150,"visa",226,"debit",299,87,"gmail.com",,26,18,0,0,24,0,,,0,0
3232764,0,5853370,25.95,"W",2803,100,150,"visa",226,"debit",494,87,"hotmail.com",,2,6,0,0,8,544,544,11,12,167
3232797,0,5853967,29,"W",10616,583,150,"visa",226,"credit",126,87,"gmail.com",,1,1,0,0,0,394,394,245,245,502
3232812,0,5854127,157.95,"W",15185,332,150,"visa",226,"debit",264,87,"gmail.com",,7,2,0,0,5,246,246,13,546,546
3232815,0,5854150,487.47,"W",4121,361,150,"visa",226,"credit",126,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3232833,0,5854353,136.99,"W",14349,170,150,"mastercard",195,"credit",494,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3232842,0,5854508,365,"W",5901,583,150,"visa",226,"credit",472,87,"aol.com",,1,1,0,0,0,387,387,387,387,0
3232849,0,5854671,50,"S",8908,583,150,"visa",226,"credit",203,87,,"yahoo.com",2,4,0,1,0,304,304,,,
3232860,0,5854841,54,"W",16075,514,150,"mastercard",102,"credit",184,87,,,2,1,0,0,0,27,27,25,,80
3232861,0,5854865,59,"W",14030,480,150,"mastercard",117,"debit",231,87,,,4,3,0,0,0,9,,10,,10
3232876,0,5855122,57.95,"W",8320,476,150,"visa",166,"debit",143,87,"yahoo.com",,1,1,0,0,1,68,68,5,69,69
3232919,0,5855755,226,"W",9998,194,150,"visa",166,"debit",204,87,,,4,1,0,0,0,27,27,14,,164
3232922,0,5855816,280,"W",7826,481,150,"mastercard",224,"debit",264,87,"netzero.com",,1,3,0,0,0,81,81,6,81,81
3232943,0,5856051,31.95,"W",8486,555,150,"visa",166,"debit",204,87,,,1,3,0,0,1,403,403,19,,403
3232953,1,5856215,15.468,"C",15063,,150,"visa",226,"credit",,,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,0,0
3232959,0,5856278,33.95,"W",10856,268,150,"visa",166,"debit",226,87,"gmail.com",,2,2,0,0,1,174,174,23,175,175
3232988,0,5856586,425.95,"W",6697,111,150,"visa",195,"debit",299,87,"yahoo.com",,3,1,0,0,1,125,125,35,322,322
3233003,0,5856784,50,"H",3682,264,150,"visa",162,"credit",272,87,"comcast.net",,1,1,0,0,0,0,,,,
3233004,0,5856791,32,"W",7919,194,150,"mastercard",202,"debit",330,87,"aol.com",,1,1,0,0,0,489,489,28,489,0
3233006,0,5856823,108.95,"W",2616,,150,"discover",102,"credit",143,87,"gmail.com",,2,1,0,0,1,0,,0,0,0
3233009,1,5856840,117,"W",9749,528,150,"visa",226,"credit",226,87,"yahoo.com",,19,13,0,0,2,72,72,4,233,265
3233036,0,5857197,30,"H",10616,583,150,"visa",226,"credit",299,87,"earthlink.net","gmail.com",1,1,0,1,0,0,,,,
3233061,0,5857600,57.95,"W",7919,194,150,"mastercard",202,"debit",177,87,"gmail.com",,148,123,0,0,223,4,4,4,4,4
3233068,0,5857736,19.093,"C",4461,375,185,"mastercard",224,"debit",,,,,0,1,0,0,0,0,,,,0
3233080,0,5857938,108.5,"W",7585,553,150,"visa",226,"credit",126,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233084,0,5858002,29,"W",6170,174,150,"visa",226,"debit",327,87,"yahoo.com",,11,7,0,0,0,387,387,2,282,387
3233085,0,5858006,55,"W",18265,275,150,"mastercard",224,"debit",264,87,"gmail.com",,3,3,0,0,0,539,273,3,61,311
3233087,0,5858032,1104,"W",15066,170,150,"mastercard",102,"credit",204,87,"yahoo.com",,3,1,0,0,0,82,82,28,0,82
3233099,0,5858205,82.95,"W",18132,567,150,"mastercard",117,"debit",494,87,"gmail.com",,3,2,0,0,1,0,,,28,28
3233103,0,5858333,205.47,"W",12067,466,150,"visa",226,"debit",220,87,"gmail.com",,2,2,0,0,1,19,19,19,19,19
3233127,0,5858712,57.95,"W",9112,250,150,"visa",226,"debit",441,87,,,5,3,0,0,1,152,152,0,,549
3233192,0,5859709,311.95,"W",4097,321,150,"visa",226,"debit",110,87,"q.com",,6,7,0,0,1,549,549,31,549,549
3233211,0,5859953,31.95,"W",4387,276,150,"visa",226,"debit",191,87,"yahoo.com",,5,2,0,0,2,0,,,45,152
3233213,1,5859998,159.95,"W",6170,174,150,"visa",226,"debit",315,87,"att.net",,2,2,0,0,1,445,445,13,0,181
3233218,0,5860022,311.95,"W",12461,555,150,"visa",226,"debit",433,87,"gmail.com",,1,1,0,0,1,32,32,33,33,33
3233227,0,5860167,77,"W",14849,111,150,"visa",226,"debit",441,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233228,0,5860197,1000,"W",7585,553,150,"visa",226,"credit",184,87,"live.fr",,1,1,0,0,1,0,,,0,0
3233232,0,5860236,3.867,"C",6544,341,185,"visa",226,"credit",,,"outlook.com","outlook.com",1,7,0,1,0,61,61,3,61,24
3233247,0,5860493,75,"R",13095,562,150,"mastercard",197,"debit",299,87,"yahoo.com","yahoo.com",1,1,0,1,0,0,,,366,366
3233282,0,5860974,335,"W",3821,111,150,"mastercard",219,"credit",325,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233283,0,5860981,49,"W",4436,174,150,"visa",226,"debit",184,87,"gmail.com",,3,2,0,0,1,24,4,4,24,24
3233293,0,5861159,25.95,"W",9190,555,150,"visa",226,"debit",436,87,"yahoo.com",,125,118,0,0,117,85,85,23,85,258
3233330,0,5861912,88.5,"W",17939,360,150,"mastercard",166,"debit",272,87,"hotmail.com",,13,7,0,0,2,423,423,115,1,1
3233351,0,5862219,171,"W",18095,243,150,"visa",226,"debit",498,87,"hotmail.com",,3,1,0,0,0,17,17,0,18,304
3233371,0,5862472,304.84,"W",1565,331,150,"visa",194,"credit",110,87,"yahoo.com",,2,1,0,0,1,0,,,6,6
3233379,0,5862550,57.95,"W",14009,225,150,"mastercard",117,"debit",191,87,"yahoo.com",,5,2,0,0,1,103,103,0,455,455
3233398,0,5862812,156.99,"W",5376,111,150,"mastercard",224,"debit",325,87,"gmail.com",,2,2,0,0,0,0,,,189,189
3233405,0,5862965,737,"W",12695,490,150,"visa",226,"debit",325,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233427,0,5863210,70,"W",5772,298,150,"visa",226,"debit",184,87,"yahoo.com",,1,1,0,0,1,425,425,425,425,425
3233430,0,5863318,335,"W",12695,490,150,"visa",226,"debit",126,87,"aol.com",,3,1,0,0,0,43,43,20,296,43
3233452,0,5863617,554,"W",11690,111,150,"visa",226,"credit",272,87,"yahoo.com",,2,1,0,0,0,118,118,47,118,118
3233453,0,5863642,117,"W",7919,194,150,"mastercard",202,"debit",428,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233491,0,5864273,150,"R",11839,490,150,"visa",226,"debit",420,87,"yahoo.com","hotmail.com",1,1,0,1,0,0,,,,
3233497,0,5864323,49,"W",14605,528,150,"visa",226,"debit",330,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3233510,0,5864534,238,"W",15651,417,150,"visa",226,"debit",330,87,"verizon.net",,2,3,0,0,0,540,540,13,540,454
3233522,0,5864751,49,"W",5938,111,150,"visa",162,"credit",272,87,"yahoo.com",,4,1,0,0,0,26,26,17,375,375
3233526,0,5864805,97,"W",10613,250,150,"visa",226,"debit",441,87,"yahoo.com",,1,2,0,0,0,127,127,4,127,124
3233558,0,5865260,49.95,"W",7826,481,150,"mastercard",224,"debit",325,87,"gmail.com",,4,3,0,0,2,99,99,33,92,100
3233559,0,5865276,39,"W",8058,174,150,"visa",226,"debit",330,87,,,1,1,0,0,0,0,,,,0
3233564,0,5865455,722.47,"W",9787,505,150,"visa",226,"debit",330,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3233581,0,5865839,103.97,"W",14426,111,150,"mastercard",224,"debit",272,87,"yahoo.com",,6,6,0,0,4,0,,,0,0
3233593,0,5866028,1164.95,"W",5938,111,150,"visa",162,"credit",315,87,"gmail.com",,2,2,0,0,1,0,,,0,0
3233617,0,5866308,36.5,"W",12695,490,150,"visa",226,"debit",325,87,"icloud.com",,4,1,0,0,0,0,,,0,0
3233668,0,5867213,88.95,"W",9500,321,150,"visa",226,"debit",272,87,"gmail.com",,2,2,0,0,4,211,211,103,197,211
3233674,0,5867262,29,"W",7919,194,150,"mastercard",202,"debit",184,87,"yahoo.com",,3,2,0,0,0,32,32,32,249,369
3233711,0,5867741,73.95,"W",5033,269,150,"mastercard",224,"debit",264,87,"gmail.com",,2,1,0,0,3,0,,,0,65
3233732,0,5868098,59,"W",9002,453,150,"visa",226,"debit",204,87,"aol.com",,1,1,0,0,0,7,7,3,7,7
3233736,0,5868161,102.95,"W",17205,490,150,"visa",226,"credit",315,87,"hotmail.com",,66,62,0,0,106,332,332,4,19,551
3233741,0,5868228,117,"W",10486,514,150,"mastercard",219,"credit",204,87,"aol.com",,1,1,0,0,0,0,0,0,0,0
3233769,0,5868643,117,"W",3762,555,150,"visa",226,"debit",325,87,"gmail.com",,3,2,0,0,0,108,108,28,128,108
3233779,0,5868734,59,"W",7919,194,150,"mastercard",202,"debit",123,87,"gmail.com",,1,1,0,0,0,4,4,4,4,4
3233795,0,5868990,47.95,"W",7508,321,150,"visa",226,"debit",220,87,,,6,5,0,0,1,18,18,19,,386
3233821,0,5869309,107.95,"W",12501,490,150,"visa",226,"debit",181,87,"gmail.com",,4,2,0,0,1,16,16,16,165,508
3233846,0,5869778,135.5,"W",2830,555,150,"visa",226,"debit",299,87,"sbcglobal.net",,1,1,0,0,0,0,,,0,0
3233850,0,5869841,117,"W",5033,269,150,"mastercard",224,"debit",337,87,"icloud.com",,2,1,0,0,0,20,20,20,20,290
3233898,0,5870662,25.95,"W",3508,514,150,"mastercard",224,"debit",494,87,"gmail.com",,6,5,0,0,5,295,295,3,470,541
3233903,0,5870725,117,"W",15651,417,150,"visa",226,"debit",330,87,,,1,2,0,0,0,0,,0,,0
3233965,0,5871637,67.95,"W",7919,194,150,"mastercard",202,"debit",315,87,"gmail.com",,1,1,0,0,1,33,33,33,33,33
3233995,0,5872088,39,"W",1675,174,150,"visa",226,"debit",220,87,"gmail.com",,1,4,0,0,0,154,154,0,154,154
3233996,0,5872091,12.386,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3233998,0,5872178,4.713,"C",3154,408,185,"mastercard",224,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3234010,0,5872350,171,"W",15066,170,150,"mastercard",102,"credit",264,87,"gmail.com",,1,1,0,0,0,0,,,0,65
3234028,0,5872620,21.751,"C",10369,176,185,"mastercard",137,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3234078,0,5873148,107.95,"W",14014,146,150,"mastercard",117,"debit",264,87,"gmail.com",,2,2,0,0,1,198,198,2,232,232
3234094,0,5873367,45.95,"W",15066,170,150,"mastercard",102,"credit",330,87,"yahoo.com",,5,3,0,0,1,0,,,548,0
3234182,0,5874787,107.95,"W",1804,161,150,"mastercard",117,"debit",269,87,"anonymous.com",,3,3,0,0,1,546,546,19,55,312
3234187,0,5874869,107.95,"W",2392,360,150,"mastercard",166,"debit",203,87,"gmail.com",,2,3,0,0,2,0,0,0,0,0
3234189,0,5874904,107.95,"W",3366,517,150,"mastercard",224,"debit",264,87,,,1,1,0,0,1,455,455,35,,543
3234199,0,5875110,200,"R",14496,399,150,"american express",150,"credit",512,87,"anonymous.com","yahoo.com",1,1,0,1,0,432,432,,,
3234221,0,5875348,108.95,"W",7411,383,150,"visa",226,"debit",205,87,"gmail.com",,1,1,0,0,1,540,540,35,540,540
3234252,0,5875725,25.95,"W",6899,555,150,"mastercard",117,"debit",272,87,"bellsouth.net",,18,13,0,0,9,68,68,2,545,545
3234281,0,5876101,59,"W",15484,418,150,"visa",226,"debit",264,87,"gmail.com",,1,1,0,0,0,79,79,74,79,79
3234282,0,5876104,59,"W",10044,225,150,"mastercard",224,"debit",123,87,,,1,1,0,0,0,0,,,,0
3234297,0,5876385,13.292,"C",9633,296,185,"visa",138,"debit",,,"gmail.com","gmail.com",3,20,0,2,0,305,305,0,346,176
3234374,0,5877768,440.72,"W",10846,275,150,"mastercard",224,"debit",264,87,"yahoo.com",,4,4,0,0,1,0,,,0,455
3234397,0,5878305,1586.19,"W",6128,111,150,"mastercard",224,"debit",472,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3234416,0,5878573,105.95,"W",11596,188,150,"visa",226,"debit",433,87,"anonymous.com",,3,2,0,0,1,271,271,7,251,427
3234485,0,5879942,49,"W",16255,470,150,"mastercard",137,"credit",203,87,"aol.com",,1,1,0,0,0,0,,,365,365
3234503,0,5880298,58.95,"W",12544,321,150,"visa",226,"debit",476,87,"yahoo.com",,1,1,0,0,1,0,,,0,0
3234515,0,5880580,59,"W",4685,450,150,"visa",226,"debit",325,87,,,2,2,0,0,0,29,25,2,,420
3234525,0,5880804,209.95,"W",4436,174,150,"visa",226,"debit",494,87,,,5,5,0,0,4,284,284,4,,522
3234548,0,5881051,226,"W",6465,555,150,"visa",226,"debit",469,87,"juno.com",,1,1,0,0,0,0,,,0,0
3234555,0,5881159,895.09,"W",9803,583,150,"visa",226,"credit",330,87,"hotmail.com",,1,1,0,0,1,0,,,0,0
3234562,0,5881292,25.95,"W",11143,555,150,"visa",226,"debit",315,87,"gmail.com",,20,17,0,0,30,148,148,30,148,148
3234566,0,5881398,47.95,"W",7815,161,150,"mastercard",117,"debit",181,87,"gmail.com",,3,3,0,0,1,32,32,28,28,32
3234571,0,5881433,25.95,"W",18249,360,150,"mastercard",166,"debit",251,87,"icloud.com",,3,3,0,0,1,51,51,44,135,135
3234580,0,5881539,42.95,"W",7900,345,150,"mastercard",224,"debit",143,87,"anonymous.com",,3,5,0,0,1,79,79,30,0,78
3234586,0,5881699,88.5,"W",11492,111,150,"mastercard",219,"credit",469,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3234594,0,5881858,58.95,"W",8113,160,150,"visa",226,"debit",225,87,,,3,1,0,0,2,28,28,28,,271
3234601,0,5881948,335,"W",7826,481,150,"mastercard",224,"debit",126,87,"gmail.com",,3,1,0,0,0,253,253,3,252,252
3234603,0,5881978,107.95,"W",2415,170,150,"visa",226,"credit",327,87,"yahoo.com",,2,3,0,0,4,0,,,0,0
3234621,0,5882350,952.16,"W",17913,321,150,"visa",226,"debit",264,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3234655,0,5882846,361.95,"W",1078,512,150,"visa",226,"debit",485,87,,,2,2,0,0,1,183,183,152,,182
3234661,1,5882914,9.063,"C",1129,459,185,"mastercard",224,"credit",,,"hotmail.com","hotmail.com",6,9,0,1,0,296,296,,296,58
3234693,0,5883368,52.95,"W",8575,127,150,"mastercard",224,"debit",315,87,"live.com",,2,3,0,0,2,217,217,0,321,321
3234712,0,5883685,26.343,"C",1164,545,185,"visa",137,"debit",,,"gmail.com","gmail.com",1,2,0,1,0,0,,0,0,0
3234727,0,5883893,6.646,"C",1976,545,185,"visa",102,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3234728,0,5883909,406.84,"W",9022,481,150,"mastercard",224,"debit",387,87,"yahoo.com",,1,2,0,0,1,32,32,32,0,32
3234730,0,5883930,39,"W",8719,555,150,"visa",226,"debit",220,87,,,5,2,0,0,1,359,326,37,,359
3234771,0,5884787,31.95,"W",1906,199,150,"mastercard",224,"debit",123,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3234773,0,5884883,524.95,"W",14037,111,150,"visa",226,"credit",325,87,"gmail.com",,1,1,0,0,1,236,236,236,0,236
3234783,0,5885136,169.95,"W",15651,417,150,"visa",226,"debit",330,87,"yahoo.com",,1,1,0,0,1,0,,,512,534
3234856,0,5887150,26.95,"W",12695,490,150,"visa",226,"debit",325,87,,,1,1,0,0,1,146,146,14,,146
3234936,0,5889278,82.95,"W",2772,512,150,"visa",226,"debit",315,87,,,1,1,0,0,1,0,,,,0
3234939,0,5889309,107.95,"W",9542,555,150,"visa",226,"debit",325,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3234947,0,5889517,376.73,"W",10616,583,150,"visa",226,"credit",299,87,"gmail.com",,1,1,0,0,1,1,,0,0,0
3234971,0,5890176,53.97,"W",4069,555,150,"visa",226,"debit",226,87,"yahoo.com",,2,2,0,0,1,0,,,0,0
3234988,0,5890885,107.95,"W",10112,360,150,"visa",166,"debit",123,87,"gmail.com",,2,2,0,0,1,105,105,105,45,105
3234997,0,5891150,53.97,"W",12582,298,150,"visa",226,"debit",264,87,"suddenlink.net",,1,1,0,0,1,0,,,0,0
