loan_id,customer_id,age,gender,marital_status,education,employment_type,years_employed,annual_income,monthly_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,collateral_type,loan_purpose,debt_to_income,missed_payments_6m,months_with_bank,num_bank_products,default
LN001467,CUS01467,30,Male,Widowed,Master,Business Owner,31,3922319,323909,1364802,12,7.24154704567003,351,1,,Business Expansion,4.3691852451354505,5,123,2,1
LN000086,CUS00086,49,Male,Married,Master,Contract Employee,3,4090133,340324,1821806,300,4.536917251423931,750,2,Real Estate,Home Purchase,0.0,0,68,5,0
LN001661,CUS01661,35,Female,Divorced,Bachelor,Freelance,16,3905134,332258,2938122,48,9.364688750094912,415,5,Vehicle,Business Expansion,2.7293950164039167,6,112,5,1
LN001646,CUS01646,26,Male,Married,Doctoral,Contract Employee,5,4058606,343914,1551620,12,13.760830422574788,716,0,Guarantor,Education,4.55889259337678,0,180,5,1
LN001805,CUS01805,38,Female,Single,Primary,Government Officer,6,3270336,266126,3557974,36,6.605182917329672,739,5,Fixed Deposit,Medical,3.812154985636613,4,112,4,1
LN001818,CUS01818,33,Female,Widowed,Primary,Self-Employed,1,2195257,177805,2661048,180,16.55842270570225,408,3,Life Insurance,Debt Consolidation,0.06442016107432336,6,175,5,1
LN001577,CUS01577,56,Female,Divorced,Master,Contract Employee,12,3452511,280603,3344990,60,4.5070750237237345,467,4,Real Estate,Auto Loan,2.418489526440471,6,31,5,1
LN001145,CUS01145,28,Male,Married,Primary,Contract Employee,17,2215338,181748,4189747,48,5.269058103169776,622,0,Real Estate,Education,5.561688959680934,4,130,5,1
LN000363,CUS00363,59,Male,Divorced,Bachelor,Contract Employee,8,1426858,115128,3897888,12,5.531547250904519,830,3,,Home Purchase,33.49050518841739,4,121,2,0
LN001612,CUS01612,48,Male,Widowed,Primary,Government Officer,18,1226479,76099,935697,36,10.006902564440047,457,4,Vehicle,Medical,3.169343806868872,3,21,3,1
LN001866,CUS01866,38,Female,Divorced,Doctoral,Permanent Employee,29,3920667,324723,2552881,36,13.122730834662871,471,3,,Personal Loan,2.230622805452021,4,202,6,1
LN001027,CUS01027,40,Female,Married,Secondary,Business Owner,26,1858020,161260,1101626,36,11.135542918193462,439,2,Guarantor,Debt Consolidation,2.41241225036819,6,32,3,1
LN001031,CUS01031,43,Female,Single,Vocational,Business Owner,14,1726210,143238,228499,120,4.173219156504983,353,3,Guarantor,Medical,0.0,3,100,4,1
LN001304,CUS01304,61,Female,Single,Secondary,Contract Employee,5,314861,25211,2024101,36,5.722815598043244,441,0,Fixed Deposit,Business Expansion,30.16418121495995,4,25,5,1
LN001356,CUS01356,54,Female,Widowed,Bachelor,Freelance,21,2075989,172851,2678846,84,13.208917493839131,552,3,Life Insurance,Personal Loan,2.016786656615971,2,217,1,1
LN001731,CUS01731,41,Male,Married,Doctoral,Freelance,27,2086315,181937,722508,36,17.10353081210729,354,0,,Medical,0.0,4,49,1,1
LN000666,CUS00666,64,Male,Divorced,Doctoral,Permanent Employee,0,1237224,99434,4568899,48,11.948387320820709,765,4,Real Estate,Home Purchase,11.29580856599462,2,108,3,0
LN000365,CUS00365,65,Male,Divorced,Vocational,Permanent Employee,21,2376210,207527,1906318,180,17.73143054761444,633,5,Real Estate,Debt Consolidation,0.0,2,95,5,0
LN000078,CUS00078,43,Male,Single,Doctoral,Contract Employee,35,2966475,252528,3733606,24,11.383395644320844,530,3,Fixed Deposit,Medical,7.424015608925379,3,202,5,0
LN000028,CUS00028,41,Male,Single,Bachelor,Business Owner,32,642667,47589,864770,240,10.866373257345513,651,5,Life Insurance,Personal Loan,0.3619362027102532,3,76,5,0
LN001437,CUS01437,62,Female,Divorced,Bachelor,Contract Employee,1,2970768,244140,2649866,60,4.490667777265131,687,5,Life Insurance,Home Purchase,2.0870825187617146,6,162,6,1
LN000526,CUS00526,38,Female,Single,Bachelor,Contract Employee,27,3195235,262148,1547594,48,7.361893317929369,574,3,,Personal Loan,2.284601061051634,2,71,5,0
LN001835,CUS01835,53,Male,Divorced,Bachelor,Freelance,4,3604909,300569,2224411,48,9.30656309806496,467,2,,Medical,1.5039396035378494,4,196,3,1
LN000056,CUS00056,51,Male,Widowed,Bachelor,Business Owner,19,1875308,162468,2927333,180,5.421107339906075,674,5,,Debt Consolidation,1.7601840211774136,1,200,5,0
LN000639,CUS00639,56,Female,Divorced,Vocational,Contract Employee,9,2916671,250810,4599461,84,12.85325006936293,619,2,Real Estate,Education,2.2157961228005036,4,166,5,0
LN000303,CUS00303,26,Male,Married,Bachelor,Contract Employee,19,759754,72564,3148811,60,14.136678194954984,515,5,Life Insurance,Auto Loan,10.218904407091623,2,4,4,0
LN000719,CUS00719,58,Male,Divorced,Secondary,Freelance,1,4157526,351351,1218642,240,12.773988993014598,776,0,Real Estate,Business Expansion,0.0355152059441074,4,142,4,0
LN000625,CUS00625,34,Male,Married,Secondary,Business Owner,11,3497928,286656,577907,48,12.871803115422981,527,5,,Auto Loan,0.0,6,19,3,0
LN000008,CUS00008,28,Female,Single,Doctoral,Self-Employed,1,1848688,149483,2192088,48,7.425734191436034,752,5,Fixed Deposit,Education,2.595344932925792,0,199,6,0
LN000804,CUS00804,57,Male,Married,Vocational,Government Officer,24,1222727,113288,3253225,120,15.669225552280832,699,1,Real Estate,Auto Loan,3.07116792548562,2,26,3,0
LN001050,CUS01050,49,Male,Married,Doctoral,Freelance,17,1665379,134156,1377210,36,17.436269020588043,319,5,,Business Expansion,3.3558961645595606,5,197,1,1
LN000337,CUS00337,61,Female,Divorced,Primary,Permanent Employee,15,3099768,269571,1643723,120,10.177326483714255,710,5,Vehicle,Home Purchase,0.5614435188650565,2,119,3,0
LN000048,CUS00048,56,Female,Divorced,Primary,Contract Employee,24,1142328,89059,2054251,300,12.794064834853627,792,2,Guarantor,Auto Loan,1.0039015169440288,5,79,1,0
LN001764,CUS01764,22,Female,Widowed,Vocational,Permanent Employee,28,3396030,292633,4100389,24,16.567934750844472,412,0,,Business Expansion,6.842947039678918,4,61,6,1
LN000107,CUS00107,33,Male,Divorced,Doctoral,Freelance,25,3978741,344159,2709292,84,9.698293819150251,633,0,Fixed Deposit,Medical,2.1604227791534862,2,184,2,0
LN000350,CUS00350,46,Female,Married,Vocational,Permanent Employee,33,4135958,343896,1466988,120,10.00473686130479,475,2,,Education,0.015658994948455185,3,138,5,0
LN001080,CUS01080,29,Male,Married,Secondary,Business Owner,9,808849,59581,4381988,120,7.898323648528485,717,0,Vehicle,Personal Loan,7.268236143399843,0,160,3,1
LN000239,CUS00239,65,Male,Divorced,Vocational,Permanent Employee,21,2493941,197255,1956977,180,17.61357206467609,635,5,Real Estate,Debt Consolidation,1.157450536728003,2,99,5,0
LN000214,CUS00214,46,Male,Widowed,Secondary,Self-Employed,8,3876590,325704,1555805,84,13.816436997594247,514,0,Life Insurance,Personal Loan,0.6145061208483458,5,149,6,0
LN001776,CUS01776,23,Male,Single,Vocational,Permanent Employee,9,1039375,95733,4915707,84,17.850245741089854,540,3,Real Estate,Medical,6.723204022307832,2,72,5,1
LN001139,CUS01139,38,Female,Married,Secondary,Freelance,26,1688561,141500,2100945,300,16.486952849260035,497,3,Vehicle,Business Expansion,0.762777611217589,2,114,6,1
LN000794,CUS00794,56,Male,Widowed,Bachelor,Freelance,0,1006534,79707,3011364,240,6.732762907029827,338,0,Real Estate,Medical,1.0024877675806132,1,18,5,0
LN001587,CUS01587,41,Male,Widowed,Bachelor,Contract Employee,33,3164870,261849,4567184,120,14.29265318997136,325,1,Fixed Deposit,Home Purchase,1.5329557061046373,0,108,4,1
LN001583,CUS01583,61,Male,Married,Bachelor,Freelance,25,2182416,173867,2428043,180,7.358406014021185,647,4,,Education,1.0311850791219137,6,177,6,1
LN001672,CUS01672,46,Female,Single,Doctoral,Permanent Employee,13,2388722,189197,4395401,12,17.071612496275378,519,3,Life Insurance,Debt Consolidation,22.100891416687226,4,117,5,1
LN000524,CUS00524,29,Female,Single,Secondary,Business Owner,10,1221280,95705,4352778,12,14.706942310515304,531,3,Guarantor,Medical,48.803748716952626,0,95,3,0
LN000233,CUS00233,39,Female,Divorced,Secondary,Permanent Employee,32,1238633,105262,4219527,36,7.872167424331249,706,2,,Debt Consolidation,13.006538883683426,6,42,5,0
LN000645,CUS00645,57,Male,Married,Vocational,Government Officer,24,1299987,100600,3226953,120,15.494462728039089,701,1,Real Estate,Auto Loan,3.101686232306078,2,33,3,0
LN001508,CUS01508,38,Male,Single,Doctoral,Self-Employed,7,1107107,100664,2887572,300,15.716099771910944,778,0,Real Estate,Home Purchase,0.9451867004544332,4,53,3,1
LN000534,CUS00534,57,Female,Divorced,Master,Permanent Employee,16,1630339,146074,536319,240,17.691394441209166,536,3,Life Insurance,Education,0.6591487901313725,5,163,4,0
LN001942,CUS01942,49,Male,Married,Vocational,Contract Employee,26,3762683,311244,4803705,48,11.696157180656238,306,0,Real Estate,Auto Loan,4.361590560374897,1,194,2,1
LN000604,CUS00604,48,Male,Single,Primary,Business Owner,2,1363366,109354,888170,180,7.8307824863193405,768,1,Real Estate,Home Purchase,0.8115469003330562,4,133,2,0
LN001330,CUS01330,53,Female,Married,Doctoral,Self-Employed,32,2658124,227604,2970201,120,16.06366909546676,311,2,Fixed Deposit,Personal Loan,1.7033700157582867,6,213,5,1
LN001075,CUS01075,34,Female,Widowed,Primary,Business Owner,11,3697215,310643,2681324,24,7.292285081837965,362,3,Life Insurance,Business Expansion,4.3027460919345835,5,151,5,1
LN001305,CUS01305,23,Female,Single,Doctoral,Freelance,34,2336203,198099,4474783,180,6.441351915391814,606,5,Guarantor,Medical,1.807891666841528,6,231,6,1
LN000061,CUS00061,58,Female,Widowed,Secondary,Freelance,16,3913501,322772,2707672,12,9.629382997453838,689,3,Real Estate,Personal Loan,8.966325380828069,6,3,2,0
LN001264,CUS01264,42,Female,Widowed,Secondary,Contract Employee,31,1012224,88860,3743330,120,11.522660852703197,729,4,Guarantor,Auto Loan,4.102523078880697,2,163,4,1
LN000093,CUS00093,33,Male,Single,Master,Contract Employee,18,2752187,229113,1784202,240,3.143423799594104,626,3,Vehicle,Medical,0.0,2,212,1,0
LN000667,CUS00667,59,Male,Married,Bachelor,Government Officer,30,1430676,116295,464875,48,6.659030085125649,477,4,,Education,1.1433070150370002,4,107,3,0
LN000281,CUS00281,52,Female,Single,Doctoral,Self-Employed,30,3809773,308006,2780652,180,12.71263097580021,475,5,Fixed Deposit,Debt Consolidation,0.0,1,198,1,0
LN001114,CUS01114,41,Male,Widowed,Bachelor,Contract Employee,32,3121227,262282,4517014,120,14.33956038103183,329,1,Fixed Deposit,Home Purchase,1.4051031917341585,0,109,4,1
LN000360,CUS00360,51,Male,Single,Vocational,Self-Employed,14,969535,70364,1001404,84,17.545741064073034,503,1,Life Insurance,Auto Loan,1.4095863834980933,6,159,2,0
LN001129,CUS01129,23,Female,Married,Master,Self-Employed,15,3700596,308593,4986643,120,6.83263472050268,489,1,Vehicle,Medical,1.4661808100754705,0,140,4,1
LN001170,CUS01170,31,Male,Married,Secondary,Contract Employee,17,122977,15832,4655669,36,6.496257389516487,381,4,Guarantor,Personal Loan,97.6441662334865,6,196,2,1
LN000848,CUS00848,42,Male,Married,Bachelor,Permanent Employee,23,2695823,229465,2103858,48,17.16214148247879,483,0,Real Estate,Business Expansion,2.486934600719042,0,178,3,0
LN001522,CUS01522,41,Male,Widowed,Bachelor,Permanent Employee,15,2148694,174634,2480036,36,4.42875453539509,368,4,Guarantor,Debt Consolidation,3.781726032891339,4,137,2,1
LN000111,CUS00111,51,Male,Single,Vocational,Self-Employed,14,996287,82521,975969,84,17.373640998451354,506,1,Life Insurance,Auto Loan,1.4882921632630712,6,155,2,0
LN000043,CUS00043,56,Female,Widowed,Vocational,Permanent Employee,2,271528,40900,49527,240,4.345525390740022,700,4,Real Estate,Debt Consolidation,0.9535608001665532,3,0,3,0
LN000126,CUS00126,50,Female,Single,Doctoral,Business Owner,13,1247638,105489,1754414,240,13.213269468875893,769,2,Real Estate,Personal Loan,0.6347763705078455,1,12,5,0
LN000205,CUS00205,55,Female,Married,Master,Contract Employee,10,1235976,96907,803247,60,5.429872129446345,338,1,Guarantor,Debt Consolidation,2.3741781608001125,1,71,3,0
LN000053,CUS00053,42,Male,Single,Master,Freelance,1,3872986,318808,4692695,36,10.318988442749108,561,0,Guarantor,Debt Consolidation,4.465829142378008,1,222,5,0
LN000546,CUS00546,57,Female,Widowed,Secondary,Business Owner,2,2954551,241648,3504873,84,9.234232565806437,574,0,Fixed Deposit,Debt Consolidation,1.1329805690163766,4,176,6,0
LN000069,CUS00069,39,Female,Single,Bachelor,Contract Employee,28,3061216,264943,1622359,48,7.42532208107812,573,3,,Personal Loan,1.0106294548476007,2,70,5,0
LN001741,CUS01741,32,Female,Widowed,Vocational,Freelance,13,554369,47973,3043100,36,9.276146315763793,619,5,,Personal Loan,22.408328888684313,6,75,1,1
LN001548,CUS01548,55,Male,Single,Vocational,Business Owner,27,3927595,320361,4963932,36,14.138146693838602,772,1,Fixed Deposit,Auto Loan,5.0329222869149515,2,84,6,1
LN000184,CUS00184,41,Male,Single,Secondary,Freelance,30,2878231,251999,3279966,24,15.39005145778607,641,0,Fixed Deposit,Auto Loan,6.40546204977636,3,16,3,0
LN000138,CUS00138,26,Male,Single,Secondary,Government Officer,3,2591958,211645,3553004,120,4.574765274164447,716,5,Life Insurance,Education,1.1637834231465025,4,84,1,0
LN000900,CUS00900,57,Female,Widowed,Secondary,Business Owner,2,2955669,236359,3415474,84,9.061323169013347,587,0,Fixed Deposit,Debt Consolidation,1.5011853508210362,4,175,6,0
LN000797,CUS00797,63,Male,Widowed,Secondary,Contract Employee,30,4062491,343580,4067488,180,11.149931238248609,744,1,Real Estate,Medical,1.3625627019030047,4,184,6,0
LN000133,CUS00133,25,Male,Single,Bachelor,Permanent Employee,25,3893722,328297,558452,120,14.7602231322698,597,2,Life Insurance,Debt Consolidation,0.9137428708867441,5,65,4,0
LN000081,CUS00081,55,Female,Divorced,Primary,Contract Employee,24,1017069,89135,2054892,300,13.138490448269938,800,2,Guarantor,Auto Loan,0.6354115472375728,5,82,1,0
LN001987,CUS01987,41,Female,Divorced,Bachelor,Government Officer,28,616584,56253,3547226,240,11.746257732824567,304,3,,Home Purchase,2.7698570567083896,0,132,2,1
LN001541,CUS01541,62,Male,Married,Bachelor,Freelance,24,2185038,176921,2555749,180,7.315208586693453,646,4,,Education,0.5529084709046004,6,180,6,1
LN000542,CUS00542,33,Male,Single,Doctoral,Business Owner,26,3046665,231778,1673163,300,16.09869208445414,540,2,Fixed Deposit,Personal Loan,1.0347997098670727,0,45,5,0
LN001669,CUS01669,38,Male,Single,Doctoral,Self-Employed,7,1153139,104357,2774216,300,15.76949096578443,779,0,Real Estate,Home Purchase,1.7419381386641941,4,54,3,1
LN000984,CUS00984,29,Female,Married,Doctoral,Contract Employee,0,3491322,288433,1944757,240,6.102886566760672,606,5,,Medical,1.8714498365554801,1,129,5,0
LN000166,CUS00166,46,Female,Widowed,Master,Self-Employed,8,1928319,153966,1161385,24,11.545302413191374,653,5,Life Insurance,Home Purchase,3.158187407989988,1,148,6,0
LN000249,CUS00249,47,Male,Widowed,Vocational,Freelance,17,3882773,313096,3591731,84,11.007921520770566,804,3,Fixed Deposit,Business Expansion,1.7614659581943826,2,102,4,0
LN000447,CUS00447,33,Female,Divorced,Bachelor,Self-Employed,14,1741663,145676,4945817,84,12.732558480664117,775,1,,Medical,4.659059268269786,2,152,4,0
LN001515,CUS01515,55,Female,Single,Secondary,Contract Employee,2,289258,12749,3933736,60,15.411586312855786,788,2,,Personal Loan,42.838926043215004,2,237,2,1
LN000859,CUS00859,46,Male,Widowed,Secondary,Self-Employed,9,3990882,328989,1512925,84,14.049068375577743,504,0,Life Insurance,Personal Loan,0.2241339737589234,5,142,6,0
LN001212,CUS01212,62,Male,Divorced,Master,Contract Employee,25,2519306,213296,1136303,36,3.9528822927566845,823,2,Fixed Deposit,Personal Loan,1.600979853624671,1,210,1,1
LN000098,CUS00098,63,Male,Divorced,Secondary,Government Officer,32,1937949,164738,242299,12,6.20411269182837,833,0,Fixed Deposit,Home Purchase,1.492970429968706,1,236,5,0
LN001974,CUS01974,63,Female,Married,Vocational,Self-Employed,27,3859574,329495,4460507,36,8.399325263516785,438,3,Guarantor,Business Expansion,5.9440362414782015,1,49,1,1
LN000738,CUS00738,61,Female,Divorced,Vocational,Self-Employed,17,2268957,190506,3241605,48,5.539796447871924,780,0,Real Estate,Education,3.8708738328877765,4,80,1,0
LN001256,CUS01256,49,Male,Married,Primary,Self-Employed,12,1541261,142574,4367554,12,7.570396217942348,521,2,Fixed Deposit,Medical,32.72716026239259,5,220,4,1
LN000103,CUS00103,45,Female,Single,Primary,Permanent Employee,18,4099215,329710,4624523,48,13.428145397585233,654,5,Real Estate,Home Purchase,4.024980113466312,6,5,6,0
LN000435,CUS00435,45,Male,Single,Secondary,Business Owner,15,2661767,225108,1251673,240,6.432747566948613,710,2,Guarantor,Auto Loan,0.388380483638914,0,226,1,0
LN000075,CUS00075,46,Female,Married,Secondary,Permanent Employee,16,229868,29461,3304890,60,11.722865960571518,511,1,Real Estate,Medical,33.6221728810787,2,44,4,0
LN001792,CUS01792,25,Male,Single,Doctoral,Permanent Employee,34,1437354,127978,4510243,240,5.266311976019257,327,3,Real Estate,Medical,1.0469606991716118,3,77,2,1
LN001235,CUS01235,32,Female,Widowed,Vocational,Freelance,12,552616,41572,3179720,36,9.260188899323252,631,5,,Personal Loan,23.642084734736372,6,72,1,1
LN000919,CUS00919,42,Female,Divorced,Master,Self-Employed,5,1990302,167772,2548677,120,12.464881279706352,632,5,Vehicle,Auto Loan,1.6397638802716445,5,88,1,0
LN001712,CUS01712,42,Male,Married,Primary,Self-Employed,8,3316404,274946,3364030,36,13.299260037730805,446,1,Vehicle,Personal Loan,4.228260953986672,3,185,3,1
LN001671,CUS01671,37,Male,Single,Doctoral,Self-Employed,8,1395944,107964,2850516,300,15.450955984987507,794,0,Real Estate,Home Purchase,0.8232777426853397,4,50,3,1
LN001621,CUS01621,26,Male,Divorced,Master,Government Officer,32,3306116,273203,2239444,60,14.8439206742975,835,0,Real Estate,Debt Consolidation,2.0380098038528915,0,165,4,1
LN000763,CUS00763,48,Male,Single,Primary,Freelance,9,298907,23116,2386978,240,10.34278830428967,742,2,Real Estate,Home Purchase,4.505238546407638,4,32,2,0
LN000990,CUS00990,30,Female,Single,Doctoral,Permanent Employee,24,1215944,89603,2178882,60,6.959156027679367,659,3,Vehicle,Business Expansion,4.742546901232876,3,204,2,0
LN000389,CUS00389,34,Female,Widowed,Primary,Freelance,24,3655008,307918,3034845,180,14.880692472418742,765,3,,Personal Loan,0.7311288289838778,2,203,3,0
LN000236,CUS00236,37,Female,Married,Master,Government Officer,8,2378449,208488,397567,300,3.6107684806528084,653,5,Real Estate,Home Purchase,0.4651773125687564,1,230,5,0
LN001507,CUS01507,33,Female,Widowed,Primary,Business Owner,11,3625306,308123,2532053,24,7.661048686251318,369,3,Life Insurance,Business Expansion,4.2875939744739595,5,153,5,1
LN000268,CUS00268,58,Male,Divorced,Bachelor,Contract Employee,9,1296364,122218,3915448,12,5.453790890284957,831,3,,Home Purchase,34.3944589949145,4,127,2,0
LN001188,CUS01188,36,Male,Widowed,Bachelor,Permanent Employee,35,1224124,111141,4810233,180,6.705257748463859,800,1,Vehicle,Business Expansion,3.5387465884170943,6,33,3,1
LN000118,CUS00118,32,Female,Divorced,Bachelor,Self-Employed,13,1683556,145336,4923424,84,12.661169045201753,786,1,,Medical,5.565300841064693,2,148,4,0
LN001607,CUS01607,45,Male,Widowed,Primary,Business Owner,10,1631486,137744,1724092,60,6.420966082659115,754,1,Vehicle,Home Purchase,2.832348950030553,0,185,1,1
LN000674,CUS00674,39,Female,Single,Bachelor,Contract Employee,27,3068919,261388,1701901,48,7.18663304261527,568,3,,Personal Loan,1.096480117311644,2,75,5,0
LN000250,CUS00250,27,Male,Married,Vocational,Government Officer,8,2595801,221410,2419385,240,12.361288504091476,371,2,Vehicle,Personal Loan,0.9822514592172458,3,84,4,0
LN001453,CUS01453,23,Female,Married,Primary,Government Officer,9,1280883,93493,1872585,60,11.049061195322954,552,2,Fixed Deposit,Personal Loan,3.749790200441555,3,123,3,1
LN001995,CUS01995,45,Male,Widowed,Vocational,Freelance,24,2671378,215096,1915280,36,4.21484919893677,770,5,Vehicle,Medical,2.637439093487737,4,139,1,1
LN000095,CUS00095,53,Male,Married,Primary,Self-Employed,27,3669487,300226,3286030,24,12.216115389314245,820,0,Life Insurance,Auto Loan,5.419542478042009,6,108,6,0
LN000034,CUS00034,60,Male,Single,Secondary,Permanent Employee,3,905545,84787,426170,240,7.536247780041634,659,3,Real Estate,Personal Loan,0.0,5,141,1,0
LN001464,CUS01464,46,Male,Married,Vocational,Business Owner,25,3484975,288483,2084818,24,13.692679914165867,300,2,,Debt Consolidation,3.836140495839492,6,233,3,1
LN001668,CUS01668,29,Female,Married,Secondary,Self-Employed,5,1223347,96199,3288916,36,15.486788448549696,625,4,,Auto Loan,10.062829321310243,3,102,1,1
LN000449,CUS00449,25,Male,Divorced,Bachelor,Government Officer,15,2026102,155759,4494506,12,8.168478569740943,516,5,,Debt Consolidation,27.40180257750444,2,78,1,0
LN000717,CUS00717,44,Male,Widowed,Doctoral,Business Owner,8,3895594,318220,1506431,84,10.409711216136007,680,5,Vehicle,Auto Loan,0.5503380189231816,5,169,3,0
LN001810,CUS01810,46,Male,Widowed,Vocational,Self-Employed,1,3811225,309504,3889431,36,17.222737797517496,850,3,Real Estate,Business Expansion,4.101639503808641,2,102,5,1
LN001518,CUS01518,54,Male,Single,Vocational,Self-Employed,24,599348,45763,1237312,12,11.814991763103988,799,2,,Business Expansion,24.991917999696774,5,144,6,1
LN000001,CUS00001,60,Male,Single,Doctoral,Government Officer,23,2357236,195237,1473776,300,8.497416569616917,695,3,Life Insurance,Personal Loan,0.17150751483774676,5,26,1,0
LN001376,CUS01376,36,Male,Divorced,Primary,Freelance,1,1201825,106052,3598639,36,13.096664190279773,431,4,Fixed Deposit,Personal Loan,12.855503785456632,6,147,4,1
LN001102,CUS01102,51,Female,Married,Doctoral,Self-Employed,32,2787265,229261,2998689,120,15.951674346239965,300,2,Fixed Deposit,Personal Loan,0.49562115744395097,6,207,5,1
LN001109,CUS01109,30,Female,Single,Secondary,Self-Employed,4,3397216,276909,2942299,24,5.129482436499853,390,1,Vehicle,Home Purchase,5.256044099560668,3,223,3,1
LN001227,CUS01227,53,Male,Married,Primary,Freelance,28,1972170,166125,2716858,60,8.7005098281546,416,3,Life Insurance,Debt Consolidation,3.6035097547910344,6,47,5,1
LN000083,CUS00083,64,Female,Married,Master,Permanent Employee,26,4012490,332185,137563,24,5.02750877170165,817,5,Real Estate,Auto Loan,0.4553496639899487,6,193,2,0
LN001289,CUS01289,54,Male,Divorced,Master,Self-Employed,6,3384320,289055,3855992,120,14.774968028518018,474,2,Vehicle,Auto Loan,2.2844230093211393,5,17,4,1
LN000677,CUS00677,35,Female,Married,Secondary,Government Officer,0,583387,45446,3398637,120,12.621727097530329,804,3,Fixed Deposit,Business Expansion,7.248822860218543,2,197,4,0
LN001921,CUS01921,57,Female,Divorced,Doctoral,Contract Employee,33,4062678,338836,4484876,84,17.320160276257003,507,1,Real Estate,Medical,2.0296161661802987,4,97,5,1
LN001047,CUS01047,44,Male,Widowed,Secondary,Permanent Employee,24,700757,68383,1989419,48,7.095847792167986,548,3,Real Estate,Personal Loan,6.683602730251701,0,32,5,1
LN000771,CUS00771,54,Female,Divorced,Secondary,Contract Employee,15,1888712,157167,792673,60,13.670049103609498,823,5,Life Insurance,Education,0.820541999770127,5,16,3,0
LN001947,CUS01947,46,Male,Divorced,Secondary,Business Owner,9,304560,33622,593722,60,11.541309783036136,424,0,Fixed Deposit,Home Purchase,5.975950208914186,6,4,3,1
LN001281,CUS01281,29,Male,Widowed,Master,Business Owner,31,3868641,321746,1344900,12,7.758730693320674,342,1,,Business Expansion,4.0465179392857085,5,125,2,1
LN001581,CUS01581,55,Male,Widowed,Bachelor,Permanent Employee,31,2052333,167625,4768892,24,6.432559998201289,842,2,Life Insurance,Auto Loan,14.388647873479089,6,146,3,1
LN001489,CUS01489,46,Male,Married,Vocational,Business Owner,24,3487079,295195,2034103,24,13.87822733242999,309,2,,Debt Consolidation,3.6613754903632922,6,233,3,1
LN000405,CUS00405,44,Female,Single,Secondary,Permanent Employee,22,1392119,119105,4196156,180,7.111405867351658,438,1,Life Insurance,Education,1.975663014641895,1,206,6,0
LN001728,CUS01728,30,Female,Divorced,Doctoral,Business Owner,9,3702293,301895,13093,180,5.164981354444406,442,4,Guarantor,Personal Loan,0.0,4,225,1,1
LN001299,CUS01299,35,Male,Single,Secondary,Business Owner,21,3926491,320451,1627344,84,10.856836333648424,566,3,Guarantor,Home Purchase,0.0,4,131,2,1
LN001341,CUS01341,29,Female,Single,Secondary,Contract Employee,29,3255796,273490,4650692,36,11.033539030380885,399,3,Fixed Deposit,Medical,6.318651331040552,0,66,5,1
LN000105,CUS00105,46,Female,Divorced,Secondary,Government Officer,22,1929986,156847,2912717,12,5.079648730754496,701,4,Fixed Deposit,Personal Loan,18.165352847216496,2,35,2,0
LN000689,CUS00689,60,Male,Divorced,Bachelor,Permanent Employee,0,1893958,156337,2104770,300,4.744577495398222,318,1,Real Estate,Home Purchase,1.1365058994861614,0,63,2,0
LN001306,CUS01306,56,Female,Single,Bachelor,Business Owner,14,1744824,125651,2178853,24,11.574579308033744,766,1,Life Insurance,Business Expansion,7.003878484580916,1,95,4,1
LN000827,CUS00827,47,Male,Married,Doctoral,Freelance,24,3596549,292150,2293932,36,13.101811908854748,504,3,,Auto Loan,2.88313920859935,0,165,1,0
LN000063,CUS00063,52,Female,Single,Master,Permanent Employee,33,1315019,112388,195175,12,7.966101103668186,742,0,,Auto Loan,2.1363012623170787,0,192,3,0
LN000853,CUS00853,65,Male,Married,Vocational,Freelance,15,1963590,161245,2052949,120,13.376981449864939,637,0,Guarantor,Business Expansion,1.7484807531477913,2,171,1,0
LN001354,CUS01354,55,Female,Single,Secondary,Contract Employee,2,287347,24025,3931039,60,15.707854981941374,795,2,,Personal Loan,42.52229116876909,2,239,2,1
LN000224,CUS00224,56,Male,Widowed,Bachelor,Freelance,0,1059041,91610,3061127,240,6.730439290060009,345,0,Real Estate,Medical,2.136108997397512,1,14,5,0
LN000146,CUS00146,31,Female,Widowed,Master,Government Officer,30,3056439,266241,3188809,36,15.034930106636567,801,3,Fixed Deposit,Auto Loan,2.9202914363029824,3,123,1,0
LN001089,CUS01089,53,Male,Single,Doctoral,Self-Employed,7,1265958,105346,2351989,84,14.840717795266928,365,4,Vehicle,Medical,2.905170517004735,4,43,5,1
LN000374,CUS00374,47,Female,Widowed,Master,Self-Employed,9,1890501,162993,788574,24,11.321193571633733,639,5,Life Insurance,Home Purchase,4.1392491989839195,1,161,6,0
LN001421,CUS01421,54,Male,Single,Vocational,Self-Employed,24,565311,44897,1175671,12,11.688712643358642,795,2,,Business Expansion,25.011454879914776,5,143,6,1
LN001143,CUS01143,61,Female,Single,Secondary,Freelance,7,380834,26952,3063443,300,13.161496489589409,637,2,,Education,3.604605912102885,2,46,6,1
LN001827,CUS01827,38,Female,Single,Primary,Government Officer,5,3196467,266612,3385713,36,6.943207372610056,743,5,Fixed Deposit,Medical,3.7510039390461873,4,112,4,1
LN001495,CUS01495,31,Female,Single,Secondary,Self-Employed,4,3483625,283171,2773610,24,5.435326478924685,397,1,Vehicle,Home Purchase,4.334959729244111,3,217,3,1
